,synopsis,cluster
"(0,)","If Republicans are going to pass great future legislation in the Senate, they must immediately go to a 51 vote majority, not senseless 60...",0
"(8,)","3 Republicans and 48 Democrats let the American people down. As I said from the beginning, let ObamaCare implode, then deal. Watch!",8
"(0,)","Go Republican Senators, Go! Get there after waiting for 7 years. Give America great healthcare!",0
"(0,)",It was my great HONOR to present our nation's highest award for a public safety officer - THE MEDAL OF VALOR to FIVE AMERICAN HEROES! https://t.co/j7ceXuBZ3f,0
"(0,)","Today, we gathered in the East Room to pay tribute to the HEROES whose courageous actions under fire saved so many lives in Alexandria, VA. https://t.co/it52TkLsye",0
"(5,)",Join me live as we recognize the first responders to the June 14th shooting involving @SteveScalise. #TeamScalise https://t.co/qOolNmB65d https://t.co/6OCn9JfMAG,5
"(0,)",Big progress being made in ridding our country of MS-13 gang members and gang members in general. MAKE AMERICA SAFE AGAIN!,0
"(11,)","...about then candidate Trump."" Catherine Herridge @FoxNews. So why doesn't Fake News report this? Witch Hunt! Purposely phony reporting.",11
"(0,)","""One of the things that has been lost in the politics of this situation is that the Russians collected and spread negative information.....",0
"(12,)","RT @townhallcom: ABC, NBC, And CBS Pretty Much Bury IT Scandal Engulfing Debbie Wasserman Schultz's Office https://t.co/PjbZ2TGIKb",12
"(8,)","Come on Republican Senators, you can do it on Healthcare. After 7 years, this is your chance to shine! Don't let the American people down!",8
"(0,)","Wow, the Failing @nytimes said about @foxandfriends ""....the most powerful T.V. show in America.""",0
"(0,)","Thank you Foxconn, for investing $10 BILLION DOLLARS with the potential for up to 13K new jobs in Wisconsin! MadeInTheUSA🇺🇸 https://t.co/jJghVeb63s",0
"(0,)",Congratulations to Boys and Girls Nation. It was my great honor to welcome you to the WH today! Full Remarks: https://t.co/Pb5FTTOyWf https://t.co/U6tfV93dDG,0
"(9,)",IN AMERICA WE DON'T WORSHIP GOVERNMENT - WE WORSHIP GOD!🎥https://t.co/jIejSgVnnA,9
"(2,)","...big dollars ($700,000) for his wife's political run from Hillary Clinton and her representatives. Drain the Swamp!",2
"(9,)","Why didn't A.G. Sessions replace Acting FBI Director Andrew McCabe, a Comey friend who was in charge of Clinton investigation but got....",9
"(1,)",....victory and cannot be burdened with the tremendous medical costs and disruption that transgender in the military would entail. Thank you,1
"(0,)",....Transgender individuals to  serve in any capacity in the U.S. Military. Our military must be focused on decisive and overwhelming.....,0
"(0,)","After consultation with my Generals and military experts, please be advised that the United States Government will not accept or allow......",0
"(0,)","Senator @lisamurkowski of the Great State of Alaska really let the Republicans, and our country, down yesterday. Too bad!",0
"(0,)",The crowd in Ohio was amazing last night - broke all records. We all had a great time in a great State. Will be back soon!,0
"(12,)",RT @foxandfriends: Sen. John McCain making his return to the Senate ahead of health care vote https://t.co/VuojpRpcLM,12
"(1,)",People of Ohio are fantastic. Thank you so much. What an evening! https://t.co/KM0zoaULYH,1
"(0,)","It was my great honor to join our wonderful Veterans at AMVETS Post 44 in Youngstown, Ohio this evening. A grateful nation salutes you! https://t.co/RxobYHP1oR",0
"(0,)","Just arrived in Youngstown, Ohio with @FLOTUS Melania!
#MakeAmericaGreatAgain🇺🇸
🎥https://t.co/A1mrxSksR3 https://t.co/jWX9yBlX8z",0
"(0,)",.@SenJohnMcCain-Thank you for coming to D.C. for such a vital vote. Congrats to all Rep. We can now deliver grt healthcare to all Americans!,0
"(0,)","Joint Press Conference with Prime Minister Saad Hariri of Lebanon beginning shortly. Join us live!
➡️https://t.co/7pquWbEutn https://t.co/JHVHKgrPOY",0
"(0,)","""America's Labor Market Continues to Boom"" JOBS, JOBS, JOBS! https://t.co/LuOaR1Iz2e",0
"(8,)",The American people have waited long enough. There has been enough talk and no action for seven years. Now is the time for action! https://t.co/VdTiYL0Ua7,8
"(0,)",Will be traveling to the Great State of Ohio tonight. Big crowd expected. See you there!,0
"(8,)",This will be a very interesting day for HealthCare.The Dems are obstructionists but the Republicans can have a great victory for the people!,8
"(6,)",Working on major Trade Deal with the United Kingdom. Could be very big &amp; exciting. JOBS! The E.U. is very protectionist with the U.S. STOP!,6
"(0,)","Jared Kushner did very well yesterday in proving he did not collude with the Russians. Witch Hunt. Next up, 11 year old Barron Trump!",0
"(0,)",So great that John McCain is coming back to vote. Brave - American hero! Thank you John.,0
"(6,)",ObamaCare is torturing the American People.The Democrats have fooled the people long enough. Repeal or Repeal &amp; Replace! I have pen in hand.,6
"(0,)","Big day for HealthCare. After 7 years of talking, we will soon see whether or not Republicans are willing to step up to the plate!",0
"(6,)","Problem is that the acting head of the FBI &amp; the person in charge of the Hillary investigation, Andrew McCabe, got $700,000 from H for wife!",6
"(6,)",Attorney General Jeff Sessions has taken a VERY weak position on Hillary Clinton crimes (where are E-mails &amp; DNC server) &amp; Intel leakers!,6
"(4,)","Ukrainian efforts to sabotage Trump campaign - ""quietly working to boost Clinton."" So where is the investigation A.G. @seanhannity",4
"(11,)",Is Fake News Washington Post being used as a lobbyist weapon against Congress to keep Politicians from looking into Amazon no-tax monopoly?,11
"(11,)",So many stories about me in the @washingtonpost are Fake News. They are as bad as ratings challenged @CNN. Lobbyist for Amazon and taxes?,11
"(0,)","The Amazon Washington Post fabricated the facts on my ending massive, dangerous, and wasteful payments to Syrian rebels fighting Assad.....",0
"(8,)",#2017Jambo- Remember your duty. Honor your history. Take care of the people God puts into your life – and LOVE &amp; CHERISH your country! https://t.co/DnNYxGJm4I,8
"(0,)","Any senator who votes against starting debate is telling America that you are fine w/ the #OCareNightmare! 
Remarks: https://t.co/tSvWaMdxBA https://t.co/DI7e78hr6N",0
"(0,)","Arriving at Joint Base Andrews with @SecretaryPerry, @SecretaryZinke, and @SecPriceMD..... https://t.co/Yxm94XKtuv",0
"(6,)",Republicans have a last chance to do the right thing on Repeal &amp; Replace after years of talking &amp; campaigning on it.,6
"(0,)","Sleazy Adam Schiff, the totally biased Congressman looking into ""Russia,"" spends all of his time on television pushing the Dem loss excuse!",0
"(2,)","So why aren't the Committees and investigators, and of course our beleaguered A.G., looking into Crooked Hillarys crimes &amp; Russia relations?",2
"(0,)","After 1 year of investigation with Zero evidence being found, Chuck Schumer just stated that ""Democrats should blame ourselves,not Russia.""",0
"(11,)","Drain the Swamp should be changed to Drain the Sewer - it's actually much worse than anyone ever thought, and it begins with the Fake News!",11
"(4,)","Thank you to @LOUDOBBS for giving the first six months of the Trump Administration an A+. S.C.,reg cutting,Stock M, jobs,border etc. = TRUE!",4
"(9,)","If Republicans don't Repeal and Replace the disastrous ObamaCare, the repercussions will be far greater than any of them understand!",9
"(0,)","It's hard to read the Failing New York Times or the Amazon Washington Post because every story/opinion, even if should be positive, is bad!",0
"(0,)","It's very sad that Republicans, even some that were carried over the line on my back, do very little to protect their President.",0
"(12,)","RT @realDonaldTrump: As the phony Russian Witch Hunt continues, two groups are laughing at this excuse for a lost election taking hold, Dem…",12
"(0,)","As the phony Russian Witch Hunt continues, two groups are laughing at this excuse for a lost election taking hold, Democrats and Russians!",0
"(6,)","To every PATRIOT who will serve on the #USSGeraldRFord:
☑️Keep the watch🇺🇸
☑️Protect her🇺🇸
☑️Defend her🇺🇸
☑️LOVE HER🇺🇸
Good Luck &amp; Godspeed! https://t.co/shcz5GQkCh",6
"(6,)","American steel &amp; American hands have constructed a 100,000 ton message to the world: American MIGHT IS SECOND TO NONE!
#USSGeraldRFord #USA https://t.co/Pibf37Eybg",6
"(8,)",A ship is only as good as the people who serve on it — and the AMERICAN SAILOR is the BEST in the world. @USNavy #USSGeraldRFord https://t.co/YmiTLXcCEh,8
"(5,)","Join me live for the commissioning ceremony of the USS Gerald R. Ford!
➡️https://t.co/F78iOR64TW #USA https://t.co/PrVceEmPOB",5
"(0,)","ObamaCare is dead and the Democrats are obstructionists, no ideas or votes, only obstruction. It is solely up to the 52 Republican Senators!",0
"(10,)","The Republican Senators must step up to the plate and, after 7 years, vote to Repeal and Replace. Next, Tax Reform and Infrastructure. WIN!",10
"(9,)","In all fairness to Anthony Scaramucci, he wanted to endorse me 1st, before the Republican Primaries started, but didn't think I was running!",9
"(2,)","My son Donald openly gave his e-mails to the media &amp; authorities whereas Crooked Hillary Clinton deleted (&amp; acid washed) her 33,000 e-mails!",2
"(0,)","...What about all of the Clinton ties to Russia, including Podesta Company, Uranium deal, Russian Reset, big dollar speeches etc.",0
"(2,)","So many people are asking why isn't the A.G. or Special Council looking at the many Hillary Clinton or Comey crimes. 33,000 e-mails deleted?",2
"(0,)","While all agree the U. S. President has the complete power to pardon, why think of that when only crime so far is LEAKS against us.FAKE NEWS",0
"(0,)","This morning I will be going to the Commissioning Ceremony for the largest aircraft carrier in the world, The Gerald R. Ford.  Norfolk, Va.",0
"(0,)","The Failing New York Times foiled U.S. attempt to kill the single most wanted terrorist,Al-Baghdadi.Their sick agenda over National Security",0
"(0,)","A new INTELLIGENCE LEAK from the Amazon Washington Post,this time against A.G. Jeff Sessions.These illegal leaks, like Comey's, must stop!",0
"(11,)",Sean Spicer is a wonderful person who took tremendous abuse from the Fake News Media - but his future is bright!,11
"(5,)","Today, it was my privilege to welcome survivors of the #USSArizona to the @WhiteHouse. #HonorThem🇺🇸
Remarks: https://t.co/gySxxqazBl https://t.co/6IPmbqVi10",5
"(5,)","Today, it was my privilege to welcome survivors of the #USSArizona to the WH. Remarks: https://t.co/gySxxqazBl

https://t.co/gySxxqazBl https://t.co/ZJaLAfBcv0",5
"(5,)","Manufacturers’ record-high optimism reported in the 1st qtr has carried into the 2nd qtr of 2017 via @ShopFloorNAM:
https://t.co/a42fNElct1 https://t.co/WHZtcAxhRQ",5
"(0,)","ICYMI- This week we hosted a #MadeInAmerica event, right here at the @WhiteHouse! If it is MADE IN AMERICA, it is the BEST! USA🇺🇸 https://t.co/q4vB9GdE5y",0
"(0,)","""Six months in - it is the hope of GROWTH📈that is making America🇺🇸FOUR TRILLION DOLLARS💰RICHER."" -Stuart @VarneyCo
🎥https://t.co/s7fYOicWGV https://t.co/x9MeUzDom6",0
"(5,)","#MadeInAmerica🇺🇸
📸https://t.co/39dwlGHI7R https://t.co/VfIrc5Xssx",5
"(6,)","Billions of dollars in investments &amp; thousands of new jobs in America! An initiative via Corning, Merck &amp; Pfizer: https://t.co/QneN48bSiq https://t.co/5VtMfuY3PM",6
"(0,)","I am asking all citizens to believe in yourselves, believe in your future, and believe, once more, in America. #AmericaFirst🇺🇸 https://t.co/NOnhJyWp4J",0
"(0,)","Departing The Pentagon after meetings with @VP Pence, Secretary James Mattis, and our great teams. #MAGA🇺🇸 https://t.co/5d1MSzhjQS",0
"(0,)","Melania and I send our thoughts and prayers to Senator McCain, Cindy, and their entire family. Get well soon. 
https://t.co/fONWVlmYyz",0
"(6,)","The Republicans never discuss how good their healthcare bill is, &amp; it will get even better at lunchtime.The Dems scream death as OCare dies!",6
